Age,Hours_Worked_Per_Week,Mental_Health_Condition,gender,industry,Location,sleep_Quality,stress_Level,access_to_Mental_Health_Resource,physical_Activity,region
>42,56,fit,Female,Manufacturing,Onsite,Average,Medium,Yes,Daily,North America
>42,20,fit,Other,Finance,Onsite,Good,Low,Yes,Not At All,Oceania
>42,52,fit,Other,Consulting,Remote,Good,High,No,Daily,Oceania
32-42,38,ill,Other,IT,Hybrid,Good,High,Yes,Weekly,Africa
>42,36,ill,Other,Consulting,Remote,Average,Low,Yes,Not At All,Africa
>42,25,fit,Male,Education,Onsite,Poor,Low,Yes,Weekly,Africa
32-42,46,ill,Other,Education,Hybrid,Average,Low,Yes,Weekly,South America
>42,42,ill,Male,Healthcare,Hybrid,Poor,Medium,No,Not At All,South America
22-32,32,ill,Other,Education,Remote,Poor,High,No,Weekly,Oceania
>42,34,fit,Female,Manufacturing,Hybrid,Good,Medium,No,Weekly,North America
22-32,35,ill,Female,Finance,Remote,Average,Low,No,Daily,Africa
32-42,27,ill,Female,Finance,Onsite,Good,Medium,Yes,Not At All,Asia
22-32,43,ill,Male,IT,Hybrid,Average,High,Yes,Weekly,North America
32-42,27,fit,Other,Consulting,Hybrid,Average,High,Yes,Not At All,Asia
>42,31,fit,Other,Education,Onsite,Average,Medium,No,Not At All,Asia
32-42,20,ill,Female,Education,Onsite,Poor,High,Yes,Weekly,Africa
22-32,44,ill,Other,Retail,Hybrid,Poor,Medium,No,Daily,Oceania
>42,59,ill,Other,Retail,Remote,Average,Medium,No,Weekly,Europe
22-32,53,ill,Male,Consulting,Onsite,Poor,Low,No,Weekly,Oceania
>42,56,ill,Other,Healthcare,Onsite,Good,Low,Yes,Daily,Oceania
>42,37,ill,Male,Consulting,Onsite,Good,Medium,No,Weekly,Africa
22-32,59,ill,Female,IT,Remote,Poor,High,Yes,Not At All,South America
>42,41,ill,Other,Education,Onsite,Poor,Medium,Yes,Weekly,Asia
>42,32,ill,Female,Retail,Hybrid,Good,Low,No,Daily,Africa
32-42,38,ill,Other,Retail,Onsite,Poor,Low,No,Not At All,Asia
32-42,42,ill,Other,Healthcare,Onsite,Poor,Low,Yes,Daily,Africa
22-32,45,ill,Female,Finance,Hybrid,Poor,High,Yes,Not At All,Oceania
>42,36,ill,Male,Manufacturing,Remote,Poor,Medium,No,Daily,Asia
>42,28,ill,Female,Retail,Remote,Good,Low,No,Weekly,Oceania
32-42,23,ill,Other,Healthcare,Remote,Good,Low,No,Weekly,Europe
>42,40,ill,Female,Healthcare,Hybrid,Average,Low,Yes,Not At All,South America
22-32,40,fit,Male,Retail,Hybrid,Good,Medium,Yes,Daily,Africa
22-32,24,ill,Other,Education,Onsite,Good,Low,No,Not At All,Oceania
>42,21,fit,Male,Education,Onsite,Poor,High,No,Weekly,Africa
>42,34,ill,Other,Finance,Onsite,Average,High,Yes,Weekly,South America
>42,41,ill,Male,Healthcare,Remote,Good,Medium,No,Daily,Europe
22-32,23,fit,Female,Healthcare,Hybrid,Average,Medium,Yes,Not At All,South America
>42,47,ill,Male,Healthcare,Onsite,Good,High,No,Weekly,Africa
32-42,45,ill,Other,IT,Onsite,Poor,Low,Yes,Daily,South America
>42,44,ill,Other,Finance,Hybrid,Poor,Medium,No,Daily,North America
32-42,50,ill,Other,Healthcare,Onsite,Good,Low,No,Daily,Africa
22-32,36,ill,Other,Consulting,Onsite,Average,Low,No,Daily,Oceania
32-42,32,fit,Male,Healthcare,Remote,Poor,Medium,Yes,Weekly,Europe
>42,38,ill,Other,Healthcare,Onsite,Good,Medium,No,Weekly,South America
32-42,24,fit,Male,Manufacturing,Remote,Good,Low,No,Daily,Asia
>42,26,ill,Other,Consulting,Hybrid,Good,High,Yes,Daily,Africa
>42,48,ill,Other,Healthcare,Hybrid,Poor,High,Yes,Not At All,Africa
>42,56,ill,Male,Healthcare,Remote,Good,Low,No,Not At All,Oceania
>42,38,ill,Female,Consulting,Remote,Good,Low,Yes,Not At All,South America
>42,47,ill,Female,Finance,Hybrid,Poor,Medium,No,Daily,Africa
22-32,51,ill,Other,Healthcare,Remote,Poor,Low,Yes,Weekly,Europe
22-32,39,fit,Other,Manufacturing,Hybrid,Good,Low,No,Daily,Europe
22-32,52,ill,Other,Manufacturing,Remote,Good,Medium,No,Weekly,Asia
32-42,46,ill,Female,Retail,Remote,Average,High,Yes,Not At All,North America
22-32,20,fit,Male,IT,Remote,Poor,Medium,Yes,Not At All,Oceania
32-42,23,ill,Female,Finance,Remote,Good,Low,Yes,Weekly,Oceania
32-42,39,fit,Male,Consulting,Onsite,Average,High,No,Not At All,Oceania
32-42,29,fit,Female,Retail,Hybrid,Poor,Medium,Yes,Weekly,Asia
>42,49,ill,Male,Healthcare,Hybrid,Average,High,Yes,Weekly,Africa
32-42,27,fit,Other,IT,Remote,Average,High,Yes,Not At All,Africa
32-42,27,ill,Other,Consulting,Onsite,Average,Medium,No,Daily,Europe
32-42,26,fit,Other,Healthcare,Hybrid,Good,High,No,Daily,Oceania
22-32,39,ill,Male,Consulting,Onsite,Poor,Low,Yes,Not At All,Oceania
32-42,55,ill,Other,Manufacturing,Hybrid,Average,High,Yes,Not At All,Europe
32-42,59,ill,Other,Healthcare,Remote,Poor,Medium,Yes,Weekly,Asia
22-32,49,fit,Other,Consulting,Onsite,Average,Medium,Yes,Not At All,South America
32-42,38,ill,Other,Education,Onsite,Good,High,Yes,Weekly,Africa
>42,26,ill,Male,Manufacturing,Remote,Average,Medium,No,Daily,South America
>42,31,ill,Other,Consulting,Remote,Good,Low,Yes,Not At All,Oceania
>42,26,fit,Female,Education,Remote,Poor,Medium,Yes,Weekly,Asia
22-32,32,ill,Other,Manufacturing,Onsite,Poor,High,No,Not At All,South America
22-32,33,ill,Female,Consulting,Onsite,Poor,Medium,No,Daily,South America
>42,44,ill,Male,Consulting,Hybrid,Average,Medium,Yes,Weekly,Asia
32-42,37,fit,Female,Manufacturing,Onsite,Average,Low,Yes,Not At All,Africa
>42,20,fit,Female,Education,Onsite,Good,High,No,Not At All,North America
>42,34,ill,Other,IT,Remote,Average,Medium,Yes,Not At All,Asia
22-32,35,ill,Other,IT,Remote,Poor,Medium,No,Not At All,Oceania
>42,55,fit,Female,Healthcare,Onsite,Good,Low,No,Daily,South America
32-42,22,fit,Male,Healthcare,Hybrid,Good,Low,Yes,Weekly,Europe
>42,41,fit,Male,Healthcare,Remote,Average,Medium,Yes,Daily,Asia
>42,41,fit,Other,Consulting,Hybrid,Average,Medium,Yes,Not At All,Africa
32-42,48,ill,Male,Finance,Onsite,Poor,Low,Yes,Daily,South America
>42,56,ill,Male,Education,Onsite,Good,Low,Yes,Weekly,North America
>42,45,ill,Female,Healthcare,Onsite,Poor,Low,Yes,Weekly,Asia
>42,53,fit,Male,Finance,Remote,Average,Medium,Yes,Not At All,North America
22-32,28,ill,Other,IT,Onsite,Good,Medium,No,Weekly,South America
32-42,32,ill,Other,Consulting,Remote,Good,Low,Yes,Daily,Africa
32-42,55,ill,Female,Education,Onsite,Average,Medium,Yes,Weekly,Oceania
22-32,48,fit,Other,IT,Onsite,Poor,Low,No,Not At All,Africa
>42,57,ill,Female,Finance,Hybrid,Poor,Low,No,Not At All,South America
>42,37,ill,Female,Retail,Hybrid,Average,High,No,Weekly,South America
>42,56,ill,Male,Retail,Remote,Poor,Medium,No,Not At All,South America
>42,23,ill,Male,Healthcare,Onsite,Good,High,Yes,Daily,Asia
>42,49,ill,Female,IT,Onsite,Good,Medium,Yes,Weekly,Europe
32-42,25,ill,Other,Finance,Remote,Average,High,Yes,Not At All,South America
22-32,33,ill,Male,Retail,Remote,Average,Low,No,Not At All,North America
>42,31,ill,Other,Healthcare,Hybrid,Good,High,Yes,Not At All,Asia
22-32,54,fit,Male,Education,Onsite,Average,High,Yes,Daily,Europe
32-42,57,ill,Male,IT,Onsite,Poor,Medium,No,Not At All,Europe
22-32,42,ill,Male,Finance,Hybrid,Poor,High,Yes,Daily,Asia
>42,49,ill,Female,IT,Onsite,Poor,Medium,Yes,Not At All,Europe
22-32,33,fit,Female,Manufacturing,Onsite,Average,Low,No,Not At All,Asia
22-32,47,ill,Other,Manufacturing,Remote,Good,Low,Yes,Daily,North America
>42,56,ill,Male,Consulting,Hybrid,Good,Low,Yes,Weekly,Asia
>42,25,ill,Other,Finance,Remote,Good,High,Yes,Weekly,Oceania
22-32,36,fit,Male,Education,Remote,Good,High,No,Daily,South America
22-32,26,ill,Female,Consulting,Remote,Poor,Low,Yes,Daily,Oceania
>42,56,ill,Other,Manufacturing,Remote,Average,High,Yes,Not At All,North America
>42,54,fit,Male,IT,Hybrid,Poor,Low,No,Weekly,South America
>42,46,fit,Male,Consulting,Onsite,Poor,Low,Yes,Not At All,Oceania
>42,36,ill,Female,Consulting,Remote,Average,Medium,Yes,Weekly,North America
22-32,45,ill,Other,Retail,Onsite,Good,Medium,Yes,Not At All,North America
22-32,36,fit,Male,Finance,Remote,Average,Low,Yes,Not At All,South America
22-32,46,ill,Male,Retail,Onsite,Good,Low,No,Not At All,Asia
32-42,47,ill,Other,Finance,Hybrid,Good,High,No,Not At All,Oceania
22-32,41,ill,Other,Retail,Onsite,Poor,High,Yes,Daily,Oceania
32-42,38,fit,Female,Education,Onsite,Average,High,No,Not At All,Asia
>42,60,ill,Female,Consulting,Onsite,Poor,Medium,No,Not At All,South America
22-32,48,fit,Male,Healthcare,Onsite,Good,Medium,Yes,Daily,South America
22-32,24,ill,Other,Education,Remote,Poor,Medium,No,Not At All,Asia
>42,57,ill,Other,Manufacturing,Onsite,Average,Medium,No,Not At All,Europe
>42,30,ill,Male,IT,Onsite,Average,Medium,No,Not At All,South America
>42,42,ill,Male,Retail,Remote,Poor,High,Yes,Not At All,Africa
>42,51,ill,Female,Retail,Onsite,Poor,High,Yes,Not At All,Asia
22-32,28,ill,Male,Healthcare,Onsite,Poor,High,No,Weekly,South America
>42,60,ill,Male,Healthcare,Hybrid,Good,Low,Yes,Daily,North America
22-32,35,ill,Female,Finance,Onsite,Poor,Medium,No,Weekly,South America
22-32,59,ill,Other,Healthcare,Onsite,Average,Low,Yes,Not At All,Africa
>42,58,ill,Other,Manufacturing,Remote,Average,Medium,No,Weekly,Asia
>42,22,ill,Other,Retail,Remote,Poor,Low,No,Weekly,South America
>42,45,ill,Female,Consulting,Remote,Average,High,Yes,Daily,Europe
22-32,27,ill,Other,Consulting,Hybrid,Average,High,Yes,Weekly,Europe
22-32,35,ill,Female,Consulting,Remote,Average,High,No,Not At All,North America
32-42,41,fit,Female,Healthcare,Onsite,Poor,Medium,Yes,Daily,South America
22-32,31,ill,Female,Consulting,Remote,Poor,Medium,No,Not At All,Europe
22-32,22,ill,Female,Retail,Hybrid,Poor,Medium,No,Weekly,North America
>42,24,fit,Other,Finance,Remote,Good,Medium,No,Not At All,South America
>42,24,ill,Other,Education,Hybrid,Average,Low,No,Weekly,Asia
32-42,49,ill,Female,Finance,Hybrid,Good,Low,Yes,Not At All,Asia
22-32,52,ill,Male,IT,Remote,Poor,Low,No,Daily,North America
22-32,55,ill,Other,Finance,Remote,Poor,Low,No,Not At All,Oceania
32-42,22,ill,Female,Consulting,Hybrid,Good,High,No,Not At All,Asia
22-32,35,ill,Male,Retail,Remote,Good,Medium,Yes,Daily,North America
>42,52,ill,Female,IT,Hybrid,Good,Medium,Yes,Weekly,Asia
32-42,45,fit,Female,Finance,Onsite,Good,High,Yes,Not At All,Europe
>42,30,ill,Male,Education,Hybrid,Poor,Low,No,Weekly,South America
>42,56,ill,Male,Retail,Onsite,Poor,High,No,Weekly,North America
>42,21,ill,Male,Retail,Remote,Poor,High,Yes,Not At All,Africa
>42,56,ill,Female,Manufacturing,Hybrid,Average,High,Yes,Not At All,Africa
22-32,26,ill,Other,IT,Remote,Average,Medium,No,Daily,South America
>42,25,ill,Male,Finance,Hybrid,Average,Low,Yes,Daily,Asia
>42,27,ill,Female,IT,Remote,Average,Medium,No,Not At All,Oceania
22-32,60,fit,Other,Retail,Hybrid,Good,Medium,Yes,Not At All,Oceania
32-42,21,fit,Other,Manufacturing,Hybrid,Good,Low,Yes,Daily,Oceania
>42,25,ill,Other,Education,Onsite,Poor,Medium,Yes,Daily,North America
32-42,52,ill,Other,Retail,Hybrid,Good,Low,Yes,Not At All,North America
>42,41,ill,Other,Finance,Remote,Average,Medium,Yes,Not At All,Asia
32-42,21,ill,Other,IT,Remote,Poor,High,No,Weekly,South America
>42,56,ill,Other,IT,Remote,Poor,Low,No,Not At All,South America
>42,38,fit,Male,Healthcare,Hybrid,Poor,Low,Yes,Weekly,South America
22-32,43,ill,Male,Consulting,Remote,Good,Low,Yes,Weekly,South America
32-42,20,ill,Male,Consulting,Hybrid,Poor,High,No,Not At All,South America
>42,52,ill,Female,Retail,Remote,Average,Medium,No,Not At All,Asia
22-32,21,ill,Other,Retail,Remote,Good,Medium,No,Weekly,Africa
>42,56,ill,Female,Retail,Remote,Poor,Medium,No,Weekly,Africa
22-32,38,ill,Female,Consulting,Onsite,Poor,Medium,No,Weekly,Oceania
>42,39,ill,Other,Education,Remote,Poor,High,Yes,Not At All,Oceania
22-32,47,fit,Other,Manufacturing,Onsite,Average,Medium,Yes,Not At All,Oceania
32-42,53,ill,Male,Finance,Remote,Average,Low,No,Weekly,Africa
32-42,58,ill,Other,Retail,Onsite,Average,Medium,Yes,Weekly,Asia
22-32,55,ill,Male,Retail,Onsite,Good,Medium,No,Not At All,Oceania
32-42,54,fit,Female,Finance,Remote,Good,High,Yes,Weekly,North America
32-42,60,ill,Other,Education,Onsite,Good,Medium,No,Weekly,Asia
>42,34,fit,Female,Retail,Hybrid,Poor,Medium,No,Weekly,Oceania
32-42,50,fit,Other,IT,Remote,Average,Low,No,Weekly,Africa
22-32,60,fit,Female,IT,Onsite,Average,Medium,No,Daily,North America
22-32,20,ill,Male,Healthcare,Remote,Average,Medium,No,Not At All,South America
32-42,60,fit,Other,Consulting,Hybrid,Poor,Low,No,Daily,South America
22-32,38,fit,Other,IT,Remote,Good,High,No,Weekly,South America
>42,53,fit,Other,Education,Onsite,Poor,High,Yes,Not At All,Oceania
22-32,58,ill,Female,IT,Onsite,Poor,Medium,Yes,Weekly,South America
32-42,49,fit,Other,Manufacturing,Onsite,Average,Medium,Yes,Daily,Oceania
>42,30,ill,Male,Consulting,Remote,Average,Low,Yes,Not At All,Oceania
22-32,42,fit,Female,Healthcare,Remote,Good,High,No,Daily,North America
>42,34,fit,Male,Education,Remote,Good,Medium,No,Not At All,North America
>42,41,ill,Male,IT,Remote,Good,Medium,Yes,Daily,Europe
22-32,22,ill,Female,Retail,Remote,Average,Medium,No,Not At All,Oceania
32-42,24,ill,Male,Consulting,Onsite,Average,Medium,No,Not At All,Asia
32-42,57,ill,Other,Healthcare,Hybrid,Poor,Low,Yes,Weekly,Africa
32-42,29,ill,Other,Finance,Remote,Average,Medium,No,Not At All,North America
>42,41,ill,Other,Retail,Remote,Good,High,No,Not At All,North America
>42,27,ill,Other,Education,Remote,Average,High,No,Daily,South America
32-42,47,ill,Female,Finance,Remote,Average,Medium,Yes,Weekly,Europe
>42,41,ill,Female,Retail,Onsite,Good,High,Yes,Daily,South America
>42,33,ill,Other,IT,Remote,Poor,Low,Yes,Not At All,North America
32-42,35,ill,Female,IT,Remote,Average,High,Yes,Not At All,Oceania
22-32,60,ill,Male,Consulting,Remote,Good,High,No,Weekly,Europe
>42,56,fit,Male,IT,Onsite,Average,High,No,Not At All,Africa
>42,28,ill,Other,IT,Remote,Average,Medium,No,Weekly,Africa
32-42,22,ill,Other,Healthcare,Onsite,Poor,Low,No,Weekly,Oceania
22-32,24,ill,Other,Finance,Hybrid,Good,Medium,Yes,Daily,North America
32-42,22,ill,Female,Consulting,Hybrid,Poor,Low,No,Weekly,Africa
>42,37,ill,Male,Education,Remote,Average,Medium,No,Weekly,Europe
>42,32,ill,Other,Education,Hybrid,Poor,Medium,No,Weekly,Africa
22-32,51,ill,Other,IT,Onsite,Good,High,Yes,Weekly,Africa
32-42,60,ill,Male,Manufacturing,Remote,Good,High,No,Weekly,South America
22-32,27,ill,Other,Education,Onsite,Good,High,No,Weekly,Africa
>42,44,ill,Other,Retail,Hybrid,Good,Medium,No,Not At All,South America
22-32,48,fit,Male,Healthcare,Hybrid,Poor,Medium,Yes,Daily,South America
>42,58,ill,Male,IT,Remote,Poor,Medium,No,Not At All,North America
22-32,27,ill,Other,Finance,Hybrid,Poor,High,No,Not At All,Africa
22-32,22,ill,Other,Retail,Remote,Average,Medium,No,Daily,North America
>42,50,ill,Male,Healthcare,Onsite,Good,Medium,Yes,Daily,South America
>42,39,ill,Male,Manufacturing,Onsite,Poor,High,Yes,Not At All,Africa
>42,20,fit,Other,Finance,Remote,Good,Medium,Yes,Daily,Asia
22-32,36,ill,Male,IT,Remote,Poor,Low,Yes,Weekly,Africa
>42,60,ill,Male,IT,Hybrid,Average,High,Yes,Not At All,Oceania
32-42,55,ill,Other,Healthcare,Onsite,Average,High,No,Weekly,Europe
>42,41,fit,Other,Education,Onsite,Average,Medium,Yes,Daily,North America
22-32,38,fit,Male,Manufacturing,Onsite,Average,Medium,No,Not At All,Oceania
22-32,56,ill,Female,Consulting,Onsite,Poor,Low,Yes,Weekly,Oceania
22-32,54,ill,Female,Consulting,Hybrid,Poor,Low,No,Weekly,Asia
>42,23,ill,Female,Manufacturing,Hybrid,Average,High,Yes,Weekly,Oceania
>42,46,ill,Male,Education,Remote,Poor,High,No,Weekly,South America
>42,46,ill,Female,Healthcare,Hybrid,Average,High,Yes,Weekly,South America
>42,59,ill,Male,Education,Remote,Good,Medium,Yes,Not At All,South America
32-42,42,ill,Other,IT,Hybrid,Poor,Medium,Yes,Daily,Africa
32-42,55,ill,Female,Education,Remote,Good,High,Yes,Weekly,Africa
32-42,37,ill,Other,Healthcare,Onsite,Good,High,No,Daily,Africa
>42,31,ill,Other,Consulting,Onsite,Average,Medium,No,Not At All,South America
>42,38,fit,Other,Healthcare,Onsite,Good,Medium,No,Daily,Africa
>42,46,fit,Other,Healthcare,Onsite,Good,Low,No,Daily,Asia
32-42,46,ill,Other,Finance,Onsite,Average,Medium,No,Daily,South America
32-42,43,ill,Female,IT,Remote,Good,High,Yes,Not At All,Asia
>42,38,fit,Other,Finance,Remote,Good,High,Yes,Daily,South America
32-42,47,ill,Female,Finance,Onsite,Poor,Low,No,Not At All,Oceania
>42,27,ill,Male,Education,Hybrid,Good,High,No,Not At All,South America
32-42,49,ill,Other,Manufacturing,Hybrid,Good,Medium,No,Daily,Africa
22-32,33,fit,Male,Finance,Remote,Good,High,Yes,Daily,North America
22-32,42,ill,Male,Consulting,Onsite,Good,High,No,Weekly,Oceania
32-42,59,ill,Other,Retail,Hybrid,Poor,Medium,Yes,Daily,Europe
22-32,28,fit,Male,Finance,Hybrid,Good,High,Yes,Daily,North America
22-32,49,ill,Other,Healthcare,Hybrid,Poor,Medium,No,Not At All,Europe
32-42,28,ill,Other,Finance,Onsite,Average,Low,No,Daily,Oceania
>42,56,ill,Other,Manufacturing,Onsite,Poor,Low,Yes,Not At All,Africa
>42,35,fit,Male,Retail,Onsite,Good,Medium,No,Daily,North America
>42,42,ill,Female,Consulting,Onsite,Good,Low,No,Daily,South America
32-42,34,fit,Other,Education,Hybrid,Average,Medium,Yes,Daily,Europe
32-42,22,ill,Male,Finance,Hybrid,Average,High,No,Daily,Oceania
32-42,38,ill,Other,Manufacturing,Onsite,Average,Medium,Yes,Daily,South America
>42,47,ill,Female,Manufacturing,Remote,Average,Medium,Yes,Not At All,South America
>42,42,ill,Female,Finance,Remote,Average,High,Yes,Daily,Europe
22-32,39,fit,Male,Healthcare,Remote,Good,Low,No,Not At All,Asia
32-42,41,ill,Other,Healthcare,Hybrid,Average,High,No,Not At All,Europe
>42,29,fit,Male,Manufacturing,Remote,Poor,Low,No,Daily,Europe
22-32,51,ill,Female,Healthcare,Onsite,Good,Medium,Yes,Not At All,South America
32-42,53,ill,Female,Retail,Onsite,Poor,Medium,No,Daily,Africa
>42,27,ill,Other,Education,Hybrid,Good,Low,No,Not At All,Oceania
>42,46,ill,Female,Education,Onsite,Average,Low,No,Not At All,North America
32-42,48,ill,Other,Finance,Onsite,Good,Medium,No,Not At All,North America
>42,36,fit,Female,Education,Onsite,Average,Low,Yes,Weekly,Europe
22-32,21,ill,Male,Consulting,Remote,Average,Medium,No,Not At All,Asia
>42,59,fit,Female,Manufacturing,Hybrid,Poor,Medium,No,Daily,Africa
32-42,25,ill,Female,Finance,Hybrid,Poor,Medium,No,Daily,Europe
32-42,23,ill,Other,Education,Hybrid,Poor,Medium,Yes,Weekly,Oceania
32-42,59,ill,Other,Education,Hybrid,Average,Low,No,Not At All,Africa
32-42,49,ill,Other,Retail,Onsite,Poor,Low,No,Daily,Asia
>42,37,ill,Other,Healthcare,Onsite,Poor,High,Yes,Weekly,Europe
>42,54,ill,Other,Manufacturing,Hybrid,Average,Low,Yes,Daily,Africa
32-42,27,ill,Other,Finance,Remote,Poor,High,No,Daily,Oceania
>42,51,ill,Male,Education,Hybrid,Poor,High,Yes,Weekly,Oceania
32-42,46,ill,Other,Manufacturing,Remote,Good,Low,Yes,Daily,North America
>42,31,ill,Male,Retail,Hybrid,Good,Medium,Yes,Weekly,Oceania
>42,22,ill,Other,Consulting,Remote,Poor,Low,No,Not At All,North America
22-32,31,ill,Male,Consulting,Onsite,Average,Medium,Yes,Daily,North America
>42,49,ill,Male,Retail,Onsite,Poor,Low,Yes,Not At All,Africa
32-42,52,ill,Female,Manufacturing,Remote,Poor,Medium,No,Not At All,Oceania
>42,30,ill,Other,IT,Remote,Poor,Low,No,Daily,Europe
>42,54,ill,Other,IT,Hybrid,Average,Medium,Yes,Weekly,Asia
>42,49,ill,Male,Education,Onsite,Average,Medium,Yes,Daily,South America
32-42,47,ill,Other,Manufacturing,Remote,Average,Medium,No,Daily,Oceania
>42,22,ill,Female,IT,Remote,Poor,High,Yes,Daily,Asia
>42,39,ill,Other,Manufacturing,Hybrid,Poor,Medium,Yes,Weekly,Europe
22-32,35,ill,Other,Manufacturing,Onsite,Poor,Low,No,Not At All,South America
22-32,24,fit,Other,Manufacturing,Onsite,Good,High,Yes,Daily,Europe
22-32,53,fit,Female,Healthcare,Onsite,Average,High,No,Daily,North America
>42,48,fit,Female,Finance,Onsite,Average,Low,No,Daily,Africa
32-42,40,fit,Other,Retail,Onsite,Good,High,Yes,Daily,Asia
>42,58,ill,Male,IT,Onsite,Poor,High,Yes,Weekly,South America
>42,36,ill,Other,Education,Hybrid,Poor,Low,No,Weekly,Africa
32-42,28,ill,Female,Retail,Onsite,Poor,Medium,Yes,Not At All,South America
32-42,59,fit,Other,Consulting,Hybrid,Average,High,No,Not At All,Oceania
>42,34,fit,Other,Healthcare,Remote,Good,High,Yes,Not At All,North America
22-32,30,ill,Male,Retail,Onsite,Good,Medium,Yes,Weekly,Oceania
>42,43,ill,Other,Retail,Onsite,Average,Medium,Yes,Daily,Europe
22-32,26,ill,Female,Manufacturing,Hybrid,Poor,Medium,No,Weekly,Europe
>42,21,ill,Other,Retail,Hybrid,Average,Medium,Yes,Weekly,Asia
>42,52,ill,Male,Manufacturing,Hybrid,Poor,Low,Yes,Weekly,North America
>42,52,ill,Male,Manufacturing,Onsite,Good,High,No,Weekly,Africa
>42,24,ill,Male,Finance,Remote,Average,High,Yes,Weekly,South America
32-42,38,ill,Male,Finance,Onsite,Good,Low,No,Weekly,South America
22-32,50,fit,Female,Finance,Hybrid,Poor,Medium,Yes,Not At All,Oceania
>42,36,fit,Other,Manufacturing,Hybrid,Poor,Medium,No,Daily,Africa
22-32,56,ill,Male,Healthcare,Hybrid,Average,High,No,Not At All,Asia
32-42,42,ill,Male,Education,Onsite,Good,Low,No,Weekly,Europe
>42,57,ill,Male,Manufacturing,Hybrid,Poor,High,Yes,Weekly,South America
32-42,26,ill,Male,Healthcare,Onsite,Poor,High,Yes,Daily,Asia
22-32,46,ill,Male,Consulting,Onsite,Good,Medium,No,Daily,Asia
32-42,26,ill,Male,IT,Onsite,Poor,Medium,No,Daily,Oceania
22-32,32,ill,Other,IT,Remote,Good,High,Yes,Not At All,Oceania
22-32,33,fit,Female,Finance,Onsite,Good,Low,No,Weekly,South America
22-32,46,ill,Female,Manufacturing,Hybrid,Good,Medium,No,Not At All,Oceania
>42,31,ill,Other,Education,Onsite,Poor,High,Yes,Weekly,Europe
